designator,quantity,value,pack,mpn,mount_type
"C1, C2",2,0.1uF,C_1206_3216Metric_Pad1.33x1.80mm_HandSolder,,smt
C3,1,68uF,CP_Radial_D8.0mm_P3.50mm,,tht
C4,1,120uF,CP_Radial_D8.0mm_P3.50mm,,tht
D1,1,1N5817,D_DO-41_SOD81_P10.16mm_Horizontal,,tht
IC1,1,LM2597MX-5.0_NOPB,SOIC127P600X175-8N,,smt
J1,1,Conn_01x03,PinHeader_1x03_P2.54mm_Vertical,,tht
L1,1,150uH,L_Axial_L6.6mm_D2.7mm_P10.16mm_Horizontal_Vishay_IM-2,,tht
R1,1,10k,R_1206_3216Metric_Pad1.30x1.75mm_HandSolder,,smt
